City Id,City,Area Id,Area
1,Dhaka,66,Bashundhara
1,Dhaka,417,Bashundhara City
1,Dhaka,418,Bashundhara R/A
1,Dhaka,419,Begum Rokeya Sarani
1,Dhaka,421,Begunbari
1,Dhaka,422,Bhabanipur
1,Dhaka,420,Bhashantek
1,Dhaka,163,Bhuigar
1,Dhaka,69,Bijoy Nagar
1,Dhaka,72,Biman Bandar
1,Dhaka,423,Bishoroad
1,Dhaka,424,Board Bazer - Gazipur
1,Dhaka,425,Bongobazar
1,Dhaka,426,Borobari
1,Dhaka,427,Boshila
1,Dhaka,428,Buet
1,Dhaka,429,CAAB Colony
1,Dhaka,430,Central Road
1,Dhaka,433,Chadd-Uddan
1,Dhaka,432,Chankharpul
1,Dhaka,77,Chawk Bazar
1,Dhaka,435,Chondra
1,Dhaka,79,Dakshinkhan
1,Dhaka,436,Darus-Salam
1,Dhaka,439,Dayaganj
1,Dhaka,164,Demra
1,Dhaka,437,Dhaka Cantonment
1,Dhaka,438,Dhaka Medical college
1,Dhaka,441,Dhaka University
1,Dhaka,442,Dhakeshwari Road
1,Dhaka,440,Dhamrai Upazila
1,Dhaka,83,Dhanmondi
1,Dhaka,444,Dhanmondi R/A
1,Dhaka,443,Dhokshin Khan
1,Dhaka,445,Dholaikhal
1,Dhaka,447,Dholpur
1,Dhaka,446,Dhonia
1,Dhaka,85,Dilkusha
1,Dhaka,448,Dilu Road
1,Dhaka,449,DIT Project
1,Dhaka,551,Dohar Upazila
1,Dhaka,452,Dokkhin Badda
1,Dhaka,166,Eastern Housing
1,Dhaka,453,Elenbari
1,Dhaka,87,Elephant Road
1,Dhaka,451,English Road
1,Dhaka,89,Eskaton
1,Dhaka,454,Faridabad
1,Dhaka,91,Farmgate
1,Dhaka,168,Gabtoli
1,Dhaka,170,Gazipur Sadar Upazila
1,Dhaka,93,Gendaria
1,Dhaka,455,Gopibagh
1,Dhaka,456,Goran
1,Dhaka,95,Green Road
1,Dhaka,97,Gulistan
1,Dhaka,458,Gulshan 1
1,Dhaka,459,Gulshan 2
1,Dhaka,457,Hatirpool
1,Dhaka,101,Hazaribagh
1,Dhaka,461,Ibrahimpur
1,Dhaka,462,Indira Road
1,Dhaka,466,Islambagh
1,Dhaka,465,Islampur
1,Dhaka,464,Jamtola
1,Dhaka,467,Janata housing
1,Dhaka,102,Jatrabari
1,Dhaka,103,Jigatola
1,Dhaka,468,Johnson Road
1,Dhaka,463,Joydebpur
1,Dhaka,172,Jurain
1,Dhaka,469,Kadamtala
1,Dhaka,104,Kadamtali
1,Dhaka,105,Kafrul
1,Dhaka,106,Kaji Para
1,Dhaka,107,Kakrail
1,Dhaka,108,Kalabagan
1,Dhaka,470,Kalachadpur
1,Dhaka,474,Kaliyakoir
1,Dhaka,471,Kallyanpur
1,Dhaka,473,Kalshi
1,Dhaka,472,Kamarpara
1,Dhaka,110,Kamlapur
1,Dhaka,475,Kamrangirchar
1,Dhaka,476,Kaptan Bazar
1,Dhaka,173,Kashimpur
1,Dhaka,477,Katabon
1,Dhaka,478,Kathalbagan
1,Dhaka,479,Kawla
1,Dhaka,480,Kawran Bazar
1,Dhaka,481,Kazla
1,Dhaka,174,Keraniganj
1,Dhaka,114,Khilgaon
1,Dhaka,115,Khilkhet
1,Dhaka,482,Kochukhet
1,Dhaka,175,Kotbari
1,Dhaka,116,Kotwali
1,Dhaka,117,Kuril
1,Dhaka,483,Kurmitola
1,Dhaka,484,Lake City Concord
1,Dhaka,118,Lalbagh
1,Dhaka,119,Lalmatia
1,Dhaka,485,Madartek
1,Dhaka,486,Malibagh
1,Dhaka,487,Manik Mia Avenue
1,Dhaka,488,Manikdi
1,Dhaka,489,Maniknagar
1,Dhaka,491,Marul Badda
1,Dhaka,490,Master Bari - Gazipur
1,Dhaka,176,Matuail
1,Dhaka,177,Mawna
1,Dhaka,492,Middle Badda
1,Dhaka,498,Milkvita Road
1,Dhaka,493,Mirhazaribagh
1,Dhaka,494,Mirpur
1,Dhaka,495,Mirpur BRTA
1,Dhaka,496,Mirpur DOHS
1,Dhaka,497,Mirpur Model
1,Dhaka,120,Mirpur- 10
1,Dhaka,126,Mirpur- 7
1,Dhaka,127,Mirpur-1
1,Dhaka,121,Mirpur-11
1,Dhaka,499,Mirpur-11.5
1,Dhaka,122,Mirpur-12
1,Dhaka,500,Mirpur-13
1,Dhaka,123,Mirpur-14
1,Dhaka,124,Mirpur-2
1,Dhaka,125,Mirpur-6
1,Dhaka,501,Modhubagh
1,Dhaka,128,Moghbazar
1,Dhaka,129,Mohakhali
1,Dhaka,130,Mohammadpur
1,Dhaka,502,Monipuripara (Farmgate)
1,Dhaka,132,Motijheel
1,Dhaka,133,Mouchak
1,Dhaka,503,Mugda
1,Dhaka,507,Nakhalpara
1,Dhaka,504,Nampara
1,Dhaka,506,Nandipara
1,Dhaka,505,Narinda
1,Dhaka,509,Nawabganj Upazila
1,Dhaka,508,Nawabpur
1,Dhaka,511,Naya bazar
1,Dhaka,134,Naya Paltan
1,Dhaka,510,Nayapara
1,Dhaka,512,Nazimuddin Road
1,Dhaka,513,Nazirabazar
1,Dhaka,515,New Eskaton
1,Dhaka,516,Newmarket
1,Dhaka,136,Niketon
1,Dhaka,137,Nikunja- 1
1,Dhaka,138,Nikunja- 2
1,Dhaka,518,Nilkhet
1,Dhaka,520,Nodda
1,Dhaka,519,Noddapara
1,Dhaka,517,Notun Bazar
1,Dhaka,523,Nurerchela
1,Dhaka,521,Old Eskaton
1,Dhaka,522,Old Town
1,Dhaka,179,Pagla
1,Dhaka,524,Paikpara
1,Dhaka,525,Pallabi
1,Dhaka,139,Paltan
1,Dhaka,526,Panthapath
1,Dhaka,141,Paribagh
1,Dhaka,180,Postogola
1,Dhaka,527,Prembagan
1,Dhaka,528,Progati Shoroni
1,Dhaka,142,Puran Paltan
1,Dhaka,529,Purbanchol
1,Dhaka,530,Purbo Badda
1,Dhaka,531,Rajarbagh
1,Dhaka,143,Ramna
1,Dhaka,144,Rampura
1,Dhaka,533,Rayer Bagh
1,Dhaka,534,RayerBazar
1,Dhaka,532,Rupnagar
1,Dhaka,535,Sabujbag
1,Dhaka,536,Sadarghat
1,Dhaka,538,Salna
1,Dhaka,542,Satarkul
1,Dhaka,541,Satmasjid Road
1,Dhaka,537,Savar Upazila
1,Dhaka,539,Sayadabad
1,Dhaka,540,Segunbagicha
1,Dhaka,146,Shah Ali
1,Dhaka,147,Shahbagh
1,Dhaka,543,Shahidbagh
1,Dhaka,546,ShahidnagarChawkbazar
1,Dhaka,545,Shahjahanpur
1,Dhaka,548,Shajadpur
1,Dhaka,547,Shamibagh
1,Dhaka,544,Shantibagh
1,Dhaka,148,Shantinagar
1,Dhaka,150,Shegun Bagicha
1,Dhaka,151,Sher-E-Bangla Nagar
1,Dhaka,549,Shewra-Kuril
1,Dhaka,149,Shewrapara
1,Dhaka,378,Shonirakhra
1,Dhaka,152,Shukrabad
1,Dhaka,153,Shyamoli
1,Dhaka,182,Shyampur
1,Dhaka,379,Siddheswari
1,Dhaka,183,Siddhirganj
1,Dhaka,380,Siddique Bazar
1,Dhaka,381,Sign Board- Gazipur
1,Dhaka,154,Sobhanbagh
1,Dhaka,382,Sonargaon Road
1,Dhaka,155,Sutrapur
1,Dhaka,383,Tallabag
1,Dhaka,384,Tatibazar
1,Dhaka,156,Tejgaon
1,Dhaka,157,Tejgaon Industrial Area
1,Dhaka,385,Tejkunipara
1,Dhaka,386,Tekpara
1,Dhaka,387,Tikatuli
1,Dhaka,388,Tolarbag
1,Dhaka,184,Tongi
1,Dhaka,389,Turag
1,Dhaka,390,Uttar Badda
1,Dhaka,159,Uttar Khan
1,Dhaka,160,Uttara
1,Dhaka,391,Uttara (Sectors)
1,Dhaka,392,Uttara Dia Bari
1,Dhaka,393,Uttara West
1,Dhaka,394,Vatara
1,Dhaka,161,Wari
1,Dhaka,395,Zirabo
17,Dinajpur,552,Biral Upazila
17,Dinajpur,553,Birampur Upazila
17,Dinajpur,554,Birganj
17,Dinajpur,555,Bochaganj Upazila
17,Dinajpur,556,Chirirbandar Upazila
17,Dinajpur,557,Dinajpur Sadar Upazila
17,Dinajpur,558,Fulbari Upazila
17,Dinajpur,559,Ghoraghat Upazila
17,Dinajpur,560,Hakimpur Upazila
17,Dinajpur,561,Kaharole Upazila
17,Dinajpur,562,Khansama Upazila
17,Dinajpur,563,Nawabganj
17,Dinajpur,564,Parbatipur Upazila
18,Faridpur,565,Alfadanga Upazila
18,Faridpur,566,Bhanga Upazila
18,Faridpur,567,Boalmari Upazila
18,Faridpur,568,Charbhadrasan Upazila
18,Faridpur,569,Faridpur Sadar Upazila
18,Faridpur,570,Madhukhali Upazila
18,Faridpur,571,Nagarkanda Upazila
18,Faridpur,572,Sadarpur Upazila
18,Faridpur,573,Shaltha Upazila
19,Feni,574,Chagalnaiya
19,Feni,575,Daganbhyan
19,Feni,576,Feni Sadar
19,Feni,577,Fhulgazi
19,Feni,578,Parshuram
19,Feni,579,Sonagazi
20,Gaibandha,580,Fulchhari
20,Gaibandha,581,Gaibandha sadar
20,Gaibandha,586,Gobindaganj
20,Gaibandha,582,Palashbari
20,Gaibandha,583,Sadullapur
20,Gaibandha,584,Saghata
20,Gaibandha,585,Sundarganj
21,Gazipur,587,Gazipur Chowrasta
21,Gazipur,588,Gazipur Sadar-Joydebpur
21,Gazipur,589,Kaliakior
21,Gazipur,590,Kaliganj
21,Gazipur,591,Kapasia
21,Gazipur,592,Sripur
21,Gazipur,593,Tongi
22,Gopalganj,594,Gopalganj Sadar Upazila
22,Gopalganj,595,Kashiani Upazila
22,Gopalganj,596,Kotalipara Upazila
22,Gopalganj,597,Muksudpur Upazila
22,Gopalganj,598,Tungipara Upazila
23,Habiganj,599,Bahubal
23,Habiganj,600,Baniachang
23,Habiganj,601,Chunarughat
23,Habiganj,602,Habiganj Sadar
23,Habiganj,603,Lakhai
23,Habiganj,604,Madhabpur
23,Habiganj,606,Nabiganj
23,Habiganj,605,Shaistagonj Upazila
24,Hobiganj,607,Ajmiriganj
25,Jalkuri,608,Jalkuri
26,Jamalpur,609,Baksiganj Upazila
26,Jamalpur,610,Dewanganj Upazila
26,Jamalpur,611,Islampur Upazila
26,Jamalpur,612,Jamalpur Sadar Upazila
26,Jamalpur,613,Madarganj Upazila
26,Jamalpur,614,Melandaha Upazila
26,Jamalpur,615,Narundi Police I.C
26,Jamalpur,616,Sarishabari Upazila
5,Jessore,617,Abhaynagar Upazila
5,Jessore,618,Bagherpara Upazila
5,Jessore,5,Basundia
5,Jessore,13,Chanchra
5,Jessore,619,Chaugachha Upazila
5,Jessore,20,Churamankathi
5,Jessore,27,Jessore Airbach
5,Jessore,34,Jessore cantonment
5,Jessore,620,Jessore Sadar Upazila
5,Jessore,47,Jessore Upa-Shahar
5,Jessore,621,Jhikargachha Upazila
5,Jessore,622,Keshabpur Upazila
5,Jessore,623,Manirampur Upazila
5,Jessore,53,Rupdia
5,Jessore,624,Sharsha Upazila
27,Jhalokati,625,Jhalokati Sadar Upazila
27,Jhalokati,626,Kathalia Upazila
27,Jhalokati,627,Nalchity Upazila
27,Jhalokati,628,Rajapur Upazila
28,Jhenaidah,629,Harinakunda Upazila
28,Jhenaidah,630,Jhenaidah Sadar Upazila
28,Jhenaidah,631,Kaliganj Upazila
28,Jhenaidah,632,Kotchandpur Upazila
28,Jhenaidah,633,Maheshpur Upazila
28,Jhenaidah,634,Shailkupa Upazila
29,Joypurhat,635,Akkelpur
29,Joypurhat,636,Joypurhat Sadar
29,Joypurhat,637,Kalai
29,Joypurhat,638,Khetlal
29,Joypurhat,639,Panchbibi
30,Keraniganj,640,Keraniganj
31,Khagrachari,641,Dighinala Upazila
31,Khagrachari,642,Guimara Upazila
31,Khagrachari,644,Khagrachhari Upazila
31,Khagrachari,645,Lakshmichhari Upazila
31,Khagrachari,643,Mahalchhari Upazila
31,Khagrachari,646,Manikchhari Upazila
31,Khagrachari,647,Matiranga Upazila
31,Khagrachari,648,Panchhari Upazila
31,Khagrachari,649,Ramgarh Upazila
6,Khulna,650,Aranghata
6,Khulna,6,Atra Shilpa Area
6,Khulna,651,Batiaghata Upazila
6,Khulna,14,BIT Khulna
6,Khulna,652,Dacope Upazila
6,Khulna,653,Daulatpur
6,Khulna,654,Dighalia Upazila
6,Khulna,655,Dumuria Upazila
6,Khulna,656,Harintana
6,Khulna,28,Jahanabad Cantonment
6,Khulna,658,Khalishpur
6,Khulna,659,Khanjahan Ali
6,Khulna,35,Khulna G.P.O
6,Khulna,42,Khulna Sadar
6,Khulna,48,Khulna Shipyard
6,Khulna,54,Khulna University
6,Khulna,660,Kotwali
6,Khulna,661,Koyra Upazila
6,Khulna,662,Labanchora
6,Khulna,663,Paikgachha Upazila
6,Khulna,664,Phultala Upazila
6,Khulna,665,Rupsa Upazila
6,Khulna,58,Siramani
6,Khulna,666,Sonadanga
6,Khulna,62,Sonali Jute Mills
6,Khulna,667,Terokhada Upazila
32,Kishoreganj,668,Astagram Upazila
32,Kishoreganj,669,Bajitpur Upazila
32,Kishoreganj,671,Bhairab Upazila
32,Kishoreganj,672,Hossainpur Upazila
32,Kishoreganj,673,Itna Upazila
32,Kishoreganj,674,Karimganj Upazila
32,Kishoreganj,675,Katiadi Upazila
32,Kishoreganj,676,Kishoreganj Sadar Upazila
32,Kishoreganj,677,Kuliarchar Upazila
32,Kishoreganj,678,Mithamain Upazila
32,Kishoreganj,679,Nikli Upazila
32,Kishoreganj,680,Pakundia Upazila
32,Kishoreganj,681,Tarail Upazila
33,Kotbari,682,Kotbari
34,Kurigram,683,Bhurungamari
34,Kurigram,684,Char Rajibpur
34,Kurigram,685,Chilmari
34,Kurigram,686,Kurigram Sadar
34,Kurigram,687,Nageshwari
34,Kurigram,688,Phulbari
34,Kurigram,689,Rajarhat
34,Kurigram,690,Rowmari
34,Kurigram,691,Ulipur
35,Kushtia,693,Bheramara
35,Kushtia,694,Daulatpur
35,Kushtia,692,Khoksa
35,Kushtia,695,Kumarkhali
35,Kushtia,696,Kushtia Sadar
35,Kushtia,697,Mirpur
36,Lakshmipur,698,Chandragonj
36,Lakshmipur,699,Komol Nagar Upazila
36,Lakshmipur,700,Lakshmipur Sadar Upazila
36,Lakshmipur,701,Raipur Upazila
36,Lakshmipur,702,Ramganj Upazila
36,Lakshmipur,703,Ramgati Upazila
37,Lalmonirhat,704,Aditmari
37,Lalmonirhat,705,Hatibandha
37,Lalmonirhat,706,Kaliganj
37,Lalmonirhat,707,Lalmanirhat Sadar
37,Lalmonirhat,708,Patgram
38,Madaripur,709,Kalkini
38,Madaripur,710,Madaripur Sadar
38,Madaripur,711,Rajoir
38,Madaripur,712,Shibchar
39,Magura,713,Magura Sadar Upazila
39,Magura,714,Mohammadpur Upazila
39,Magura,715,Shalikha Upazila
39,Magura,716,Sreepur Upazila
40,Manikganj,717,Daulatpur Upazila
40,Manikganj,718,Ghior Upazila
40,Manikganj,719,Harirampur Upazila
40,Manikganj,720,Manikganj Sadar Upazila
40,Manikganj,721,Saturia Upazila
40,Manikganj,722,Shibalaya Upazila
40,Manikganj,723,Singair Upazila
41,Matuail,724,Matuail
42,Maulvibazar,725,Barlekha
42,Maulvibazar,726,Juri
42,Maulvibazar,727,Kamalganj
42,Maulvibazar,728,Kulaura
42,Maulvibazar,729,Moulvibazar Sadar
42,Maulvibazar,730,Rajnagar
42,Maulvibazar,731,Sreemangal
43,Meherpur,732,Gangni Upazila
43,Meherpur,733,Meherpur-S Upazila
43,Meherpur,734,Mujib Nagar Upazila
44,Munshiganj,735,Gazaria Upazila
44,Munshiganj,736,Lohajang Upazila
44,Munshiganj,737,Munshiganj Sadar Upazila
44,Munshiganj,738,Sirajdikhan Upazila
44,Munshiganj,739,Sreenagar Upazila
44,Munshiganj,740,Tongibari Upazila
45,Mymensingh,741,Bhaluka
45,Mymensingh,742,Dhobaura
45,Mymensingh,743,Fulbaria
45,Mymensingh,744,Gaffargaon
45,Mymensingh,745,Gauripur
45,Mymensingh,746,Haluaghat
45,Mymensingh,747,Ishwarganj
45,Mymensingh,748,Muktagachha
45,Mymensingh,749,Mymensingh Sadar
45,Mymensingh,750,Nandail
45,Mymensingh,751,Phulpur
45,Mymensingh,752,Tarakanda
45,Mymensingh,753,Trishal
46,Naogaon,754,Atrai Upazila
46,Naogaon,755,Badalgachhi Upazila
46,Naogaon,756,Dhamoirhat Upazila
46,Naogaon,757,Manda Upazila
46,Naogaon,758,Mohadevpur Upazila
46,Naogaon,759,Naogaon Sadar Upazila
46,Naogaon,760,Niamatpur Upazila
46,Naogaon,761,Patnitala Upazila
46,Naogaon,762,Porsha Upazila
46,Naogaon,763,Raninagar Upazila
46,Naogaon,764,Sapahar Upazila
47,Narail,765,Kalia Upazilla
47,Narail,766,Lohagara Upazilla
47,Narail,767,Naragati
47,Narail,768,Narail-S Upazilla
48,Narayanganj,770,Araihazar Upazila
48,Narayanganj,769,Bandar
48,Narayanganj,771,Chittagong Road
48,Narayanganj,772,Fatullah
48,Narayanganj,773,Naryanganj Sadar Upazila
48,Narayanganj,774,Rupganj Upazila
48,Narayanganj,775,Siddirgonj Upazila
48,Narayanganj,776,Signboard
48,Narayanganj,777,Sonargaon Upazila
49,Narsingdi,778,Belabo Upazila
49,Narsingdi,779,Monohardi Upazila
49,Narsingdi,780,Narsingdi Sadar Upazila
49,Narsingdi,781,Palash Upazila
49,Narsingdi,782,Raipura Upazila
49,Narsingdi,783,Shibpur Upazila
50,Natore,784,Bagatipara Upazila
50,Natore,785,Baraigram Upazila
50,Natore,786,Gurudaspur Upazila
50,Natore,787,Lalpur Upazila
50,Natore,789,Naldanga Upazila
50,Natore,788,Natore Sadar Upazila
50,Natore,790,Singra Upazila
51,Nawabganj,791,Bholahat Upazila
51,Nawabganj,792,Gomastapur Upazila
51,Nawabganj,793,Nachole Upazila
51,Nawabganj,794,Nawabganj Sadar Upazila
51,Nawabganj,795,Shibganj Upazila
52,Netrokona,796,Atpara Upazilla
52,Netrokona,797,Barhatta Upazilla
52,Netrokona,798,Durgapur Upazilla
52,Netrokona,799,Kalmakanda Upazilla
52,Netrokona,800,Kendua Upazilla
52,Netrokona,801,Khaliajuri Upazilla
52,Netrokona,802,Madan Upazilla
52,Netrokona,803,Mohanganj Upazilla
52,Netrokona,804,Netrakona-S Upazilla
52,Netrokona,805,Purbadhala Upazilla
53,Nilphamari,806,Dimla
53,Nilphamari,807,Domar
53,Nilphamari,808,Jaldhaka
53,Nilphamari,809,Kishoreganj
53,Nilphamari,810,Nilphamari Sadar
